Index,item,rating
2691,Read slowly.,2.333333333
2692,Readily overcome setbacks.,5
2693,Reason logically.,5
2694,Reassure others.,4.666666667
2695,Rebel against authority.,2.333333333
2696,Recover quickly from stress and illness.,4.333333333
2697,Reflect on things before acting.,4.333333333
2698,Refuse help.,1.333333333
2699,Refuse to be sidetracked.,3.666666667
2700,Refuse to be taken advantage of by others.,3.666666667
2701,Refuse to be talked into things.,3
2702,Refuse to take credit for work I have not done.,4.666666667
2703,Remain calm during emergencies.,5
2704,Remain calm during stressful times.,4.666666667
2705,Remain calm under pressure.,5
2706,"Remain hopeful about the future, regardless of challenges.",5
2707,Remain hopeful despite challenges.,4.666666667
2708,Remain on guard to keep from being tricked or manipulated.,3.333333333
2709,Remember my failures more easily than my successes.,2.333333333
2710,Remember my friends' birthdays.,4.333333333
2711,"Repeatedly check doors, windows, and drawers.",2.333333333
2712,Replay events in my head.,3
2713,Resent being punished.,2
2714,Resist authority.,2.666666667
2715,Resist society's rules.,1.333333333
2716,Respect authority.,4
2717,Respect older people.,4.666666667
2718,Respect others.,5
2719,Respect others' feelings.,5
2720,Respect the opinions of others.,5
2721,Respect the privacy of others.,4.666666667
2722,Respond randomly to surveys and questionnaires.,1.333333333
2723,Retreat from others.,2
2724,Return borrowed items.,5
2725,Return extra change when a cashier makes a mistake.,4.666666667
2726,Return library books on time.,4.333333333
2727,Reveal intimate details of my life easily.,3
2728,Reveal little about myself.,2
2729,Ridicule people.,1
2730,Rule with an iron fist.,2
2731,Rush into things.,1.666666667
2732,Sacrifice myself for others.,4.333333333
2733,Sail my own course.,3.333333333
2734,Say I'm sorry when someone bumps into me in a crowd.,3.333333333
2735,Say inappropriate things.,1
2736,Say little.,2.666666667
2737,Say nothing new.,2
2738,Say things just to be different.,2
2739,Say what I think and feel even if I know other people will disagree.,3.666666667
2740,Say what I think.,3.666666667
2741,Say yes to nearly all requests.,2
2742,Scheme against others.,1.333333333
2743,Scratch myself until I bleed.,1
2744,Scream at things.,1.333333333
2745,See beauty in things that others might not notice.,4.333333333
2746,See danger everywhere.,1.666666667
2747,See difficulties everywhere.,2
2748,See events as unavoidable.,2
2749,See little need for romance in my life.,2.333333333
2750,See myself as a good leader.,5
2751,See myself as an average person.,3
2752,See nothing wrong with being single for the rest of my life.,2.333333333
2753,See other people as my competitors.,1.333333333
2754,See strange figures or visions when nothing is really there.,1
2755,See that nobody gets left out.,4.333333333
2756,See that rules are observed.,4
2757,See the beauty in everyday things.,4.666666667
2758,See the humor in situations.,4
2759,See the real causes of problems.,4.333333333
2760,"See things around me differently than I regularly do (for example, as if looking through a tunnel, or seeing only part of an object).",1.666666667
2761,See through problems.,4.666666667
2762,See to my own needs first.,2.333333333
2763,Seek adventure.,4
2764,Seek conflict.,1.333333333
2765,Seek danger.,1.666666667
2766,Seek explanations of things.,4.333333333
2767,Seek quiet.,3.333333333
2768,Seek status.,3
2769,Seek support.,4
2770,Seek to be the best.,4.666666667
2771,Seek to influence others.,4
2772,Seem to derive less enjoyment from interacting with people than others do.,2
2773,Seldom become irritated in response to what a person says.,4.333333333
2774,Seldom become irritated when someone is late.,4
2775,Seldom change my decisions.,2.666666667
2776,Seldom daydream.,3.333333333
2777,Seldom experience sudden intuitive insights.,3
2778,Seldom feel blue.,4
2779,Seldom feel sad for longer than an hour.,4
2780,Seldom feel weepy while reading the sad part of a story.,3
2781,Seldom forget appointments.,4
2782,Seldom get emotional.,4.333333333
2783,Seldom get lost in thought.,4
2784,Seldom get mad.,4.333333333
2785,Seldom help out when people feel overwhelmed by things that need to be done.,1.666666667
2786,Seldom joke around.,3
2787,Seldom notice details.,2
2788,Seldom notice the emotional aspects of paintings and pictures.,2.666666667
2789,Seldom read the comics.,3
2790,Seldom stretch the truth.,4
2791,Seldom take offense.,4
2792,Seldom toot my own horn.,3.666666667
2793,Seldom wear colorful clothing.,3
2794,Sense others' wishes.,4
2795,Set high standards for myself and others.,4
2796,Share my feelings with other people.,4.666666667
2797,Share things with others.,4.333333333
2798,Shift back and forth between strong love and strong hate.,1.333333333
2799,Shirk my duties.,1.333333333
2800,Shoot my mouth off.,1.666666667
2801,Should get special privileges.,1.666666667
2802,Should learn to hold back some of the things I say.,4
2803,Shout or scream when I'm angry.,1.333333333
2804,Show a mastery of language.,4.333333333
2805,Show disgust.,1.666666667
2806,Show faith in people.,4.666666667
2807,Show my fear.,2
2808,Show my feelings when I'm happy.,4
2809,Show my feelings.,3.666666667
2810,Show my gratitude.,4.666666667
2811,Show my sadness.,3
2812,Sing out loud to myself when I'm alone.,3.666666667
2813,Skip difficult words while reading.,2
2814,Smile a lot.,4.333333333
2815,Smoke too many cigarettes.,1.333333333
2816,Snap at people.,1.666666667
2817,Sometimes do things for quick gains.,2.666666667
2818,Sometimes don't know where I am.,1.666666667
2819,"Sometimes dream of vivid, detailed settings that are unlike anything I've experienced when awake.",2.666666667
2820,Sometimes end up believing my own lies.,2
2821,"Sometimes feel ""down"" for several hours from relatively small disappointments.",1.333333333
2822,Sometimes feel as if I am looking at myself from outside.,2.333333333
2823,Sometimes feel intense sadness because of minor events.,1.333333333
2824,Sometimes feel jealous of other people's situations.,2.333333333
2825,Sometimes feel like I am dreaming while awake.,2
2826,Sometimes find my friends to be irritating.,2.333333333
2827,Sometimes find myself in a trance-like state without trying.,2.333333333
2828,"Sometimes ""forget"" to do things on purpose.",1.333333333
2829,Sometimes forget what I'm trying to do.,2
2830,Sometimes forget where I am or what I'm doing when listening to music or reading a book.,3
2831,Sometimes get lost in my daydreams.,2.666666667
2832,Sometimes have a hard time concentrating on tasks when I'm very happy.,2
2833,Sometimes have extremely vivid pictures in my head.,2.666666667
2834,Sometimes have fantasies that are overwhelming.,2
2835,Sometimes have thoughts that don't make any sense.,2
2836,Sometimes have to clean myself simply because I feel contaminated.,2
2837,Sometimes have to do things over.,2.666666667
2838,Sometimes have trouble making up my mind.,2.333333333
2839,Sometimes know that something will happen before it actually does.,4
2840,Sometimes lack remorse for treating people badly.,1.333333333
2841,Sometimes laugh out loud when reading or watching TV.,3
2842,Sometimes see visual images when resting with my eyes closed.,3
2843,Sometimes think the TV is talking directly to me.,1.666666667
2844,Speak briefly and to the point.,4
2845,Speak ill of others.,1.333333333
2846,Speak loudly.,2.666666667
2847,Speak only when spoken to.,2
2848,Speak rapidly.,2.333333333
2849,Speak slowly.,3
2850,Speak softly.,2
2851,Speak up for others.,4.666666667
2852,Speak up in protest when I hear someone say mean things.,4.666666667
2853,Spend a lot of time creating a good image of myself in the eyes of others.,3.333333333
2854,Spend a lot of time on the phone.,2.666666667
2855,Spend a lot of time reading.,4
2856,Spend a lot of time watching television.,2
2857,Spend lots of my free time helping others.,4.666666667
2858,Spend more money than I have.,2
2859,Spend more money than I should.,2
2860,Spend much of the day fantasizing or daydreaming.,1.666666667
2861,Spend time reflecting on things.,4.333333333
2862,Spend time thinking about past mistakes.,2.666666667
2863,Spend too much money when I'm emotional.,1.333333333
2864,Spill things.,1.666666667
2865,Stand behind my actions.,4.666666667
2866,Start conversations.,4.666666667
2867,Start fights.,1.333333333
2868,Start tasks right away.,4.333333333
2869,Start to perspire when I meet someone new.,2
2870,"Stay away from the doctor, for fear of what they might find.",2
2871,Stay in touch with old acquaintances.,4.333333333
2872,Stay only where I'm wanted.,3.333333333
2873,Steal things.,1.333333333
2874,Stick to my chosen path.,4
2875,Stick to my point of view.,3.333333333
2876,Stick to my previous decisions.,3.666666667
2877,Stick to the facts.,4
2878,Stick to the rules.,3.666666667
2879,Stick up for myself.,4.333333333
2880,Stop to count my blessings.,4.333333333
2881,Stop when work becomes too difficult.,1.666666667
2882,Strive in every way possible to be flawless.,5
2883,Stumble over my words.,2
2884,Suddenly lose interest.,1.666666667
2885,Suffer from others' sorrows.,3
2886,Support my teammates or fellow group members.,4.666666667
2887,Suspect hidden motives in others.,2
2888,Suspect that my facial expressions give me away when I feel sad.,2.333333333
2889,Suspect that people like to talk to me because my ideas are unusual.,3
2890,Swim against the current.,2.333333333
2891,Switch my loyalties when I feel like it.,2
2892,Sympathize with others' feelings.,4.666666667
2893,Sympathize with the homeless.,4.666666667
2894,Take a long time to think before making big decisions.,4
2895,Take advantage of others.,1.333333333
2896,Take an interest in other people's lives.,4.333333333
2897,Take care of my own affairs.,4.333333333
2898,Take charge.,4
2899,Take control of things.,4
2900,Take deviant positions.,1.666666667
2901,Take good care of my belongings.,4
2902,Take in stray animals.,4
2903,Take liberties with others' things.,2
2904,Take no time for others.,1.333333333
2905,Take offense easily.,1.666666667
2906,Take orders from anybody.,1.666666667
2907,Take others' interests into account.,4.333333333
2908,Take part in community projects to help people who have less than me.,4.333333333
2909,Take pleasure in watching people suffer.,1
2910,Take precautions.,4.333333333
2911,Take pride in not exaggerating who or what I am.,4.333333333
2912,Take responsibility for what happens.,4.666666667
2913,Take risks that could cause trouble for me.,2.333333333
2914,Take risks.,2.666666667
2915,Take tasks too lightly.,1.666666667
2916,Take the blame when I'm at fault.,4.333333333
2917,Take the future into account.,4.333333333
2918,Take the initiative.,4.333333333
2919,Take the time to finish things.,4.333333333
2920,Take things as they come.,4
2921,Take things for granted.,1.333333333
2922,Take things in quickly.,4
2923,Take things lying down.,2.333333333
2924,Take things seriously.,4
2925,Take time out for others.,4.666666667
2926,Take time out to chat.,4
2927,Take time to reflect on things.,4
2928,Take unfair advantage of others.,1.333333333
2929,Talk a lot.,2.333333333
2930,Talk about my worries.,3.333333333
2931,Talk about others to stir up conflict.,1.666666667
2932,Talk during movies.,1.333333333
2933,Talk even when I know I shouldn't.,1.666666667
2934,Talk for no reason.,1.333333333
2935,Talk mainly about myself.,1.666666667
2936,Talk nonsense.,1.333333333
2937,Talk out loud to myself.,2.666666667
2938,Talk to a lot of different people at parties.,4
2939,Talk to myself a lot.,2.666666667
2940,Talk too much.,2
2941,Talk without thinking.,1
2942,Talked less than usual.,3
2943,Talked out loud to myself.,3
2944,Tease people.,2
2945,Tell other people what they want to hear so that they will do what I want them to do.,1.666666667
2946,Tell others what I really think.,3.666666667
2947,Tell people about it when I'm irritated.,3.666666667
2948,Tell tall stories about myself.,1.666666667
2949,Tell the truth.,4.333333333
2950,Tend to analyze things.,4.333333333
2951,Tend to be admired by others.,4
2952,"Tend to become agitated whenever I have to sit and wait for something (for instance, in a waiting room).",1.666666667
2953,Tend to dislike impulsive people.,3.666666667
2954,Tend to dislike secretive people.,3.333333333
2955,Tend to dislike shallow people.,4
2956,Tend to dislike soft-hearted people.,2.333333333
2957,Tend to explode with anger when things don't go as planned.,1.333333333
2958,Tend to feel happy and irritable at the same time.,2
2959,Tend to feel the same every day.,3
2960,Tend to feel very hopeless.,1.333333333
2961,Tend to find social situations confusing.,1.333333333
2962,Tend to focus on only the negative parts of my life.,1.666666667
2963,Tend to get emotionally involved with a friend's problems.,3
2964,Tend to give others a hard time.,1.666666667
2965,Tend to hang on to things I should probably throw out.,1.666666667
2966,Tend to know beforehand what a conversation partner is about to say.,4
2967,Tend to live in the present.,3.666666667
2968,Tend to look out only for myself.,1.666666667
2969,Tend to notice details that others do not.,4
2970,"Tend to organize my books, CDs, and other collections.",3.333333333
2971,Tend to talk sarcastically.,2
2972,Tend to think about something for hours.,2.666666667
2973,Tend to think of alternatives when someone tells me how to do something.,3.666666667
2974,Tend to vote for conservative political candidates.,2.666666667
2975,Tend to vote for liberal political candidates.,3.333333333
2976,Tend to worry about strange bodily sensations that I have.,2
2977,Think a lot before complaining in a restaurant if my meal is not well-prepared.,2.666666667
2978,Think about dying all the time.,1.333333333
2979,Think about the causes of my emotions.,4
2980,Think about what is good in my life when I feel down.,4.333333333
2981,Think ahead.,4.333333333
2982,Think before I speak.,4.666666667
2983,Think constantly about sex.,1.333333333
2984,Think deeply about things.,4
2985,Think highly of myself.,3.333333333
2986,Think I have a healthy way of dealing with my problems.,4.333333333
2987,Think I would make a good actor.,3.666666667
2988,Think it would be exciting to be near an explosion.,1.666666667
2989,Think it's best to keep my emotions to myself.,2.666666667
2990,Think most other people are better than me.,2.333333333
2991,Think my sex drive is stronger than most other people.,2.666666667
2992,Think of myself as a good and moral person.,4.666666667
2993,Think of others as objects to be used for my personal pleasure.,1
2994,Think of others first.,4
2995,Think of things like developing cancer or catching a serious illness.,2
2996,Think quickly.,4.333333333
2997,Think that all will be well.,4.333333333
2998,Think that being in touch with emotions is essential.,4
2999,Think that changing important personal beliefs is often necessary to grow as a person.,4.333333333
3000,Think that everybody should give some of their time and energy to help their town or country.,4.666666667
3001,Think that everyone should be responsible for their own behaviors.,5
3002,Think that everyone should get a fair share.,4.333333333
3003,Think that I am in good medical condition.,4.666666667
3004,Think that in difficult situations it is possible to find something to laugh or joke about.,4.333333333
3005,Think that it is important to forgive people who have hurt me.,4.333333333
3006,Think that life does not always have to be serious.,4.333333333
3007,Think that looking for hidden meanings in movies or plays distracts from their enjoyment.,2.666666667
3008,Think that love is overrated.,1.666666667
3009,Think that most of my problems are due to the fact that other people just don't understand me.,1.666666667
3010,Think that most people in authority are incompetent or corrupt.,2
3011,Think that my life is extremely interesting.,4
3012,Think that my moods don't change more than most people's do.,3.666666667
3013,Think that others should do all the work.,1.333333333
3014,Think that people need to learn restraint.,3.333333333
3015,Think that people who are stupid enough to get ripped off usually deserve it.,1.666666667
3016,Think that suicide would solve a lot of problems.,1
3017,Think too highly of myself.,1.666666667
3018,Think twice before doing something.,4.333333333
3019,Think up practical solutions.,4.333333333
3020,Thought about killing myself.,1.333333333
3021,Thought that my life had been a failure.,1.333333333
3022,Throw a new light on the situation.,4.666666667
3023,Throw things across the room when angry.,1
3024,Tire out quickly.,2
3025,Tolerate a lot from others.,4
3026,Torture animals.,1
3027,Treat all people equally.,5
3028,Treat all races and religions equally.,5
3029,Treat everyone the same.,4.666666667
3030,Treat my doctors and other professionals as my friends.,3.666666667
3031,Treat others badly.,1.333333333
3032,Treat others differently if I don't like them.,2
3033,Treat people as inferiors.,1
3034,Treated my parents badly.,1
3035,Treated my parents well.,5
3036,Tremble in dangerous situations.,2.333333333
3037,Trust everyone.,3
3038,Trust others.,4
3039,Trust what people say.,4
3040,Try hard to protect myself from threats or dangers.,3.333333333
3041,Try hard to treat others with respect.,5
3042,Try not to deceive others.,4
3043,Try not to do favors for others.,1.666666667
3044,Try not to think about the needy.,2
3045,Try out new things.,4.333333333
3046,Try to act fairly in all situations.,4.666666667
3047,Try to add some humor to whatever I do.,4
3048,Try to always be open and honest about my feelings.,4.333333333
3049,Try to always tell the truth.,4.666666667
3050,Try to avoid coarse people.,3.333333333
3051,Try to avoid complex people.,2.666666667
3052,Try to avoid speaking in public,2
3053,Try to be with someone else when I'm feeling badly.,3
3054,Try to cheat others.,1
3055,Try to do too difficult things.,2.333333333
3056,Try to examine myself objectively.,4.666666667
3057,Try to fit in with others.,4
3058,Try to follow the rules.,4.333333333
3059,Try to fool others.,2
3060,Try to forgive and forget.,4
3061,Try to get rid of my prejudices.,4.666666667
3062,Try to have fun in all kinds of situations.,4.333333333
3063,Try to have good reasons for my important decisions.,4.333333333
3064,Try to identify the reasons for my actions.,4.333333333
3065,Try to impress others.,3.666666667
3066,"Try to keep my life simple, with very few possessions.",3.333333333
3067,Try to lead others.,4
3068,Try to maintain a pleasant atmosphere.,4.666666667
3069,Try to make my group members happy.,4.666666667
3070,Try to make sure everyone in a group feels included.,4.666666667
3071,Try to meet people I find attractive.,3.333333333
3072,Try to outdo others.,3.666666667
3073,Try to please everyone.,2.333333333
3074,Try to prevent quarrels.,4.333333333
3075,Try to provoke others just to get a response.,2
3076,Try to respond with understanding when someone treats me badly.,4
3077,Try to stay in touch with myself.,4.333333333
3078,Try to stay inside when the weather is bad.,3.333333333
3079,Try to surpass others' accomplishments.,3.666666667
3080,Try to tease my friends out of their gloomy moods.,4.333333333
3081,Try to understand myself.,4.333333333
3082,Turn my back on others.,1.333333333
3083,Turn people against each other.,1.666666667
3084,Turn plans into actions.,4.666666667
3085,Turn red with anger.,2
3086,Turn ugly when I drink too much..,2
3087,Typically spend much of the day daydreaming.,2
3088,Underestimate myself.,1.666666667
3089,Understand people who think differently.,4.333333333
3090,Understand the reasons when I feel very excited or happy.,4.333333333
3091,Understand things quickly.,4.333333333
3092,Undertake few things on my own.,2.333333333
3093,Urge others to behave themselves.,4
3094,Use a lot of medications.,1.666666667
3095,Use difficult words.,2.666666667
3096,Use flattery to get ahead.,2
3097,Use laughter to brighten the days of others.,4.333333333
3098,Use magic to ward off bad thoughts about me.,3
3099,Use my attractiveness to get what I want.,2
3100,Use my body language to attract others.,3
3101,Use my brain.,4.333333333
3102,Use my charm to get attention.,3.666666667
3103,Use my looks to get what I want.,1.333333333
3104,Use others for my own ends.,1
3105,Use sex to get what I want.,1.666666667
3106,Use swear words.,2
3107,Usually believe that my friends will abandon me.,1.333333333
3108,"Usually demand that I do better the next time, even when I have done something very well.",3
3109,Usually drift off mentally when doing simple tasks.,2.333333333
3110,Usually end up laughing if the people around me are laughing.,3.666666667
3111,Usually enjoy being with people.,4.666666667
3112,Usually expect bad things to happen.,1.666666667
3113,"Usually feel neutral, instead of happy, when not feeling unhappy.",2.666666667
3114,Usually feel that life has been sucked right out of me.,1.333333333
3115,Usually find it hard to go back and forth between two different tasks.,2
3116,Usually get my way with others.,2.333333333
3117,Usually get right to work on something that needs to be done as soon as I think of it.,4.333333333
3118,Usually have dreams that don't have an elaborate or detailed plot.,3
3119,Usually like to spend my free time with people.,3.666666667
3120,Usually like to talk a lot.,3.333333333
3121,Usually notice visual details in the environment.,3.666666667
3122,Usually notice when the environment is quiet.,3.666666667
3123,Usually take care of my responsibilities as soon as possible.,4.333333333
3124,Usually take charge in emergencies.,4.666666667
3125,"Usually work on improving things, instead of getting frustrated, when everything seems to be going wrong.",5
3126,Value cooperation over competition.,4.333333333
3127,Value having long-term close relationships with people.,5
3128,View sex as a chore.,2
3129,Wait for my turn.,4.333333333
3130,Wait for others to lead the way.,2.666666667
3131,Wake each morning to feelings of tremendous sadness.,1
3132,Walk over others.,1.333333333
3133,Wall myself off from others.,1.666666667
3134,Want every detail taken care of.,2
3135,Want everything to add up perfectly.,2.333333333
3136,"Want everything to be ""just right.""",2.333333333
3137,Want others to attend to my needs first.,1.333333333
3138,Want things done my way.,1.666666667
3139,Want things to proceed according to plan.,3
3140,Want to amount to something special in others' eyes.,3
3141,Want to be different from others.,3
3142,Want to be in charge.,4
3143,Want to be left alone.,2
3144,Want to be liked.,4.333333333
3145,Want to be the perfect leader.,4.333333333
3146,Want to be the very best.,4.666666667
3147,Want to be told I am right.,3.333333333
3148,Want to control the conversation.,2.333333333
3149,Want to experience passion and romance.,3.666666667
3150,Want to form my own opinions.,4.333333333
3151,Want to have the last word.,2.333333333
3152,Want to increase my knowledge.,5
3153,Want to keep things as they are.,2.666666667
3154,Want to know everything.,4.333333333
3155,Want to know the reasons why.,4.666666667
3156,Want to know what I am up against.,4
3157,Want to mean something to others.,3.666666667
3158,Want to please others.,2.666666667
3159,Want to prove myself.,4.333333333
3160,Want to see things for myself.,4
3161,Want to understand things.,4.666666667
3162,Wanted to run away from home when I was a child.,1.666666667
3163,Warm up quickly to others.,4.333333333
3164,Was a better than average student when I was in school.,5
3165,Was a juvenile delinquent.,1.333333333
3166,Was a slow learner in school.,2
3167,Was approached by someone I didn't know who called me by another name or who insisted that he or she had met me before.,2.666666667
3168,Was aware at an early age that I was different from others.,3.666666667
3169,Was bothered by things that usually don't bother me.,2
3170,Was considered a troublemaker in school.,1.666666667
3171,Was down in the dumps.,1.666666667
3172,Was known for challenging my teachers in school.,3
3173,Was listening to someone talk and suddenly realized I did not hear part or all of what was said.,2.333333333
3174,Was often sent to the principal for fighting when I was a kid.,1.333333333
3175,Was told I wasn't acting like myself.,2
3176,Was told that I sometimes do not recognize a friend or family member.,1.333333333
3177,Wash my hands more often than is necessary.,2.333333333
3178,"Waste money, or lose it gambling.",1.333333333
3179,Waste my time.,1.666666667
3180,Waste time talking.,1.666666667
3181,Watch out for possible danger.,3.666666667
3182,Watch too much television.,2
3183,Wear clothing that shows off or enhances my best features.,3.333333333
3184,Wear my heart on my sleeve.,3.333333333
3185,Wear stylish clothing.,3.333333333
3186,Wear T-shirts in public.,3
3187,Weigh the pros against the cons.,4
3188,Weigh the pro's and the con's.,4.333333333
3189,"When in a group, try to make my opinions the most intelligent or the funniest.",2.666666667
3190,"When interacting with a group of people, am often bothered by at least one of them.",2
3191,"When with a group, have difficulties selecting a good topic to talk about.",2
3192,Will agree to anything.,2
3193,Will believe anything.,1.666666667
3194,Will do almost anything to avoid being alone.,2
3195,Will do almost anything to avoid being rejected.,2
3196,Will do anything for money.,1.333333333
3197,Will do anything for my career.,2.666666667
3198,Will do anything for others.,3
3199,Will do anything to avoid losing my friends and romantic partners.,2.333333333
3200,Will do anything to get my way.,1.333333333
3201,Will do just about anything to please people.,2
3202,Will not probe deeply into a subject.,1.666666667
3203,Will push people around to get what I want.,1.666666667
3204,Will spread false rumors as a way to hurt others.,1
3205,Will succeed with the goals I set for myself.,5
3206,Will try anything once.,4.666666667
3207,Will try to get even when someone hurts me.,1.666666667
3208,Will upset people if I think that it is the right thing to do.,4.333333333
3209,Will use whatever I can find as a weapon to fight with.,2
3210,Wish I could experience more pleasure from my life.,3.666666667
3211,Wish I could more easily show my negative feelings.,3.666666667
3212,Wish I was less concerned about my health.,3.666666667
3213,Wish that I was somebody else.,2
3214,Wish that I were more fully employed.,3
3215,Wish that something bad will happen to someone I dislike.,1.666666667
3216,Wish to stay young forever.,3
3217,Withdraw from people when I feel hurt.,2.666666667
3218,Withhold information from others.,2
3219,Wonder how I got to be the way that I am.,3.333333333
3220,Wonder if the people I know can really be trusted.,2.333333333
3221,Wonder who I really am.,3
3222,Won't be satisfied until I get all I deserve.,1.666666667
3223,Won't leave people alone.,1.666666667
3224,Won't let others dominate me.,4
3225,Won't take the blame for something that's not my fault.,3.666666667
3226,Work according to a routine.,3.333333333
3227,Work best when I am alone.,3
3228,Work hard.,4.666666667
3229,Work harder after a failure.,5
3230,Work longer hours than most people.,4
3231,Work on improving myself.,4.666666667
3232,Work out my anxieties by doing something consturctive or creative.,4.333333333
3233,Work so hard that my mental health has suffered.,1.666666667
3234,Work so hard that my relationships have suffered.,1.666666667
3235,Work too much.,2.666666667
3236,Worked hard when I was in school.,4.333333333
3237,Worry a lot about catching a serious illness.,2
3238,Worry a lot when I develop a physical symptom that I never have had before.,2.666666667
3239,Worry about being embarrassed.,2.666666667
3240,Worry about my health.,3.333333333
3241,Worry about people taking my possessions.,2.333333333
3242,Worry about things.,2
3243,Worry about what people think of me.,2.333333333
3244,Worry so much that I can't get anything done.,1.666666667
3245,Worry that certain people will take unfair advantage of me.,2.333333333
3246,Worry that certain people will try to trick or deceive me.,2
3247,Worry too much about what others might think.,1.666666667
3248,Would always wear a helmet if I rode a bike.,4.666666667
3249,Would be afraid to give a speech in public.,2
3250,Would be described by friends and family as interested in lots of different things.,4.333333333
3251,Would be described by my friends as brave.,4
3252,Would be described by my friends as having lots of positive energy.,5
3253,Would be good at rescuing people from a burning building.,4
3254,Would be happier if I could afford to buy more things.,2.333333333
3255,Would be nervous playing the clown in front of other people.,3
3256,Would be upset if I saw an injured animal.,4.333333333
3257,Would be upset if my success came at someone else's expense.,4.333333333
3258,Would change my name or life story to get out of trouble.,2
3259,Would consider adopting a handicapped child.,4.333333333
3260,Would describe my experiences as somewhat dull.,2.666666667
3261,Would describe myself as a normal person.,3.333333333
3262,Would do anything to get an adrenaline rush.,2
3263,Would enjoy a job where my life is on the line.,3
3264,Would enjoy being out on a sailboat during a storm.,2.333333333
3265,Would enjoy campaigning for political office.,3.333333333
3266,Would enjoy cliff diving from great heights.,3.333333333
3267,Would enjoy the riskiness of being a police officer or firefighter.,3
3268,Would fear walking in a high-crime part of a city.,3.333333333
3269,Would feel uncomfortable trying to take advantage of others.,4.666666667
3270,Would feel very badly for a long time if I were to steal from someone.,4.333333333
3271,Would find it difficult to ask for a salary increase.,2.333333333
3272,Would find it distressing to see someone sleeping on the streets.,3.666666667
3273,Would go streaking in public just for the thrill of it.,2
3274,Would hate to be considered odd or strange.,3.666666667
3275,Would knowingly sell something that broken or faulty.,1.333333333
3276,Would later feel guilty if I were to lose my temper and threaten someone.,4.333333333
3277,Would like to be a race-car driver.,3
3278,Would like to be a socially powerful person.,3.666666667
3279,Would like to have more power than other people.,3
3280,Would like to live for awhile in a different country.,4
3281,Would like to try bungee jumping.,3
3282,Would love to be a celebrity.,3.666666667
3283,Would love to be on a reality TV show.,3
3284,Would love to explore strange places.,3.666666667
3285,Would love to perform in front of a crowd.,4.333333333
3286,Would love to take off on a trip with no planned route or timetable.,3.333333333
3287,Would make a good actor.,3.666666667
3288,Would make a good night-club comedian.,3.666666667
3289,Would much prefer to have friends than romantic partners in my life.,3
3290,Would never accept welfare.,2.333333333
3291,Would never be described as arrogant.,4.666666667
3292,Would never cheat on my taxes.,4.333333333
3293,Would never go hang-gliding or bungee-jumping.,2.666666667
3294,Would never go riding down a stretch of rapids in a canoe.,2.666666667
3295,Would never indulge in extramarital affairs.,4.666666667
3296,Would never make a high-risk investment.,3.666666667
3297,Would never take things that aren't mine.,5
3298,Would not be a good comedian.,2.666666667
3299,Would not be very distressed by seeing an animal in pain.,1.333333333
3300,Would not enjoy a job that involves a lot of social interaction.,4
3301,Would not enjoy being a famous celebrity.,3
3302,Would not enjoy fast dancing.,3
3303,Would not feel guilty about hurting the feelings of someone I disliked.,2
3304,Would not feel very distressed and concerned if a friend were to complain of having an especially bad headache.,1.666666667
3305,Would not regret my behavior if I were to take advantage of someone impulsively.,1.333333333
3306,Would obtain specific information about the product before making a big purchase.,4
3307,Would prefer being in a hurricane or earthquake to spending the day moving heavy bricks.,2.333333333
3308,Would prefer sitting through a boring TV show to being in a store during an armed robbery.,3.666666667
3309,Would prefer to live in a fantasy world rather than the real one.,3
3310,Would pretend to have personal problems to gain pity or attention.,1
3311,Would rather avoid using manufactured goods.,2.666666667
3312,Would rather be alone than in bad company.,3.666666667
3313,Would rather buy something I need than borrow it from someone else.,2.666666667
3314,Would rather give than take.,4.666666667
3315,Would rather help myself than others.,2.333333333
3316,Would rather spend money than save it.,1.666666667
3317,Wouldn't harm a fly.,3.666666667
3318,Yell at inanimate objects.,2.666666667
3319,Yell at others with little provocation.,1
3320,Yell at people.,1.333333333
